player_id,bb_count,air,pull_air,pull_fb,pull,fly_ball,line_drive,ground,avg_ev,avg_la,pull_air_pct,pull_fb_pct,pull_pct,air_pct
642086,49,31,12,5,21,15,16,15,90.07142857142857,14.591836734693878,24.489795918367346,10.204081632653061,42.857142857142854,63.265306122448976
664023,49,27,14,7,26,17,10,21,91.13061224489795,10.183673469387756,28.571428571428573,14.285714285714286,53.06122448979592,55.10204081632653
545121,49,23,13,2,23,6,17,22,84.12244897959184,5.612244897959184,26.53061224489796,4.081632653061225,46.93877551020408,46.93877551020408
694497,49,28,8,4,17,16,12,16,85.94489795918368,18.693877551020407,16.3265306122449,8.16326530612245,34.69387755102041,57.142857142857146
573262,49,22,10,4,29,12,10,25,90.06122448979592,8.510204081632653,20.408163265306122,8.16326530612245,59.183673469387756,44.89795918367347
671218,49,23,6,1,17,12,11,24,92.51063829787235,9.361702127659575,12.244897959183673,2.0408163265306123,34.69387755102041,46.93877551020408
519317,48,27,12,4,23,13,14,14,92.02916666666665,22.354166666666668,25.0,8.333333333333334,47.916666666666664,56.25
575929,48,25,11,5,27,13,12,19,92.79130434782608,16.847826086956523,22.916666666666668,10.416666666666666,56.25,52.083333333333336
668715,48,27,14,11,24,20,7,18,88.69347826086957,19.543478260869566,29.166666666666668,22.916666666666668,50.0,56.25
606192,48,23,8,4,21,12,11,22,89.61702127659575,12.361702127659575,16.666666666666668,8.333333333333334,43.75,47.916666666666664
681393,48,26,7,5,18,18,8,18,88.53541666666666,17.041666666666668,14.583333333333334,10.416666666666666,37.5,54.166666666666664
663757,48,23,10,7,21,16,7,21,92.30833333333334,16.145833333333332,20.833333333333332,14.583333333333334,43.75,47.916666666666664
678882,48,26,7,4,17,9,17,20,88.10652173913044,10.304347826086957,14.583333333333334,8.333333333333334,35.416666666666664,54.166666666666664
669357,48,29,12,6,25,18,11,16,86.98541666666667,21.375,25.0,12.5,52.083333333333336,60.416666666666664
677950,47,21,6,2,21,11,10,23,89.28222222222222,8.444444444444445,12.76595744680851,4.25531914893617,44.680851063829785,44.680851063829785
595879,47,22,8,3,22,7,15,21,85.35957446808511,9.063829787234043,17.02127659574468,6.382978723404255,46.808510638297875,46.808510638297875
695657,47,23,13,8,27,15,8,17,87.94680851063829,23.04255319148936,27.659574468085108,17.02127659574468,57.4468085106383,48.93617021276596
672724,47,23,9,4,20,7,16,20,85.85744680851063,9.702127659574469,19.148936170212767,8.51063829787234,42.5531914893617,48.93617021276596
681351,47,22,9,5,28,14,8,19,87.5,17.893617021276597,19.148936170212767,10.638297872340425,59.57446808510638,46.808510638297875
702222,47,16,2,1,16,6,10,29,88.36170212765957,0.06382978723404255,4.25531914893617,2.127659574468085,34.04255319148936,34.04255319148936
656941,46,30,11,6,24,20,10,12,92.94347826086955,24.456521739130434,23.91304347826087,13.043478260869565,52.17391304347826,65.21739130434783
807713,46,24,6,1,14,12,12,19,86.81521739130434,12.543478260869565,13.043478260869565,2.1739130434782608,30.434782608695652,52.17391304347826
694377,46,22,4,2,12,15,7,23,90.52826086956522,8.804347826086957,8.695652173913043,4.3478260869565215,26.08695652173913,47.82608695652174
691720,46,24,6,2,14,6,18,18,91.7586956521739,13.978260869565217,13.043478260869565,4.3478260869565215,30.434782608695652,52.17391304347826
680776,46,15,4,2,20,7,8,25,88.875,10.363636363636363,8.695652173913043,4.3478260869565215,43.47826086956522,32.608695652173914
