player,player_id,b_total_pa,bb_count,exit_velocity_avg,pull_air_pct,iz_contact_pct,swg_dec,z_ev,z_pullair,z_izcon,z_swgdec,composite_z,min_z,rank_ev,rank_pullair,rank_izcon,rank_swgdec,rank_composite_z,rank_min_z,z_swing_percent,oz_swing_percent,iz_contact_percent,woba,xwoba,barrel_batted_rate,hard_hit_percent
Isaac Collins,686555,81,34.0,86.9,17.647058823529413,81.6,70.95,-0.8215783948366921,0.06842211472775579,-0.37399267614838166,0.8630555263301641,-0.06602335748178847,-0.8215783948366921,237,141,195,62,170,123,60.9,19.0,81.6,0.317,0.276,7.1,31.0
Rhys Hoskins,656555,81,37.0,90.0,24.324324324324323,70.6,69.85,0.27322313740575366,1.001588607699779,-2.1148363552607905,0.5525805739789295,-0.07186100904408207,-2.1148363552607905,105,43,288,88,171,272,63.0,23.3,70.6,0.313,0.302,8.9,44.4
Carson Benge,701807,85,45.0,91.0,6.666666666666667,81.6,71.15,0.6263849220000917,-1.4661183403817943,-0.37399267614838166,0.9195055176667526,-0.07355514421583292,-1.4661183403817943,69,276,195,54,172,212,68.3,26.0,81.6,0.243,0.292,5.1,42.4
Joc Pederson,592626,75,34.0,93.0,17.647058823529413,74.0,67.45,1.3327084911887677,0.06842211472775579,-1.5767573998987723,-0.1248193220601204,-0.07511152901059233,-1.5767573998987723,28,141,275,162,173,224,59.9,25.0,74.0,0.331,0.317,2.3,54.5
Carlos Narváez,665966,60,34.0,92.9,5.882352941176471,86.3,66.4,1.2973923127293359,-1.5757283728896194,0.36982235038146616,-0.42118177657720496,-0.08242387158900559,-1.5757283728896194,30,279,111,204,174,223,68.8,36.0,86.3,0.286,0.26,9.1,47.7
Wyatt Langford,694671,84,61.0,90.8,9.836065573770492,84.0,68.19999999999999,0.5557525650812231,-1.0231859959034524,0.005827762930690231,0.08686814545207941,-0.09368438060986492,-1.0231859959034524,75,247,154,140,175,148,65.8,29.4,84.0,0.282,0.282,4.9,37.7
Jorbit Vivas,678391,69,39.0,82.0,5.128205128205129,95.3,75.2,-2.5520711393489504,-1.6811226349163744,1.7941489969279822,2.0626178422326524,-0.09410673377617251,-2.5520711393489504,294,284,6,6,176,290,78.2,27.8,95.3,0.34,0.304,2.0,23.5
Luis García Jr.,671277,96,60.0,91.7,10.0,91.7,62.65,0.8735981712161293,-1.0002757022235382,1.2244183383093767,-1.479619114138226,-0.09546957670906453,-1.479619114138226,51,242,37,275,177,214,66.1,40.8,91.7,0.285,0.324,6.4,43.6
Matt Chapman,656305,118,70.0,88.2,14.285714285714286,87.5,67.25,-0.36246807486405375,-0.4013351674486371,0.5597325699210021,-0.1812693133967089,-0.09633499644709942,-0.4013351674486371,191,196,86,169,178,59,60.4,25.9,87.5,0.334,0.293,3.6,34.9
Jose Altuve,514888,120,70.0,85.6,22.857142857142858,85.5,67.35,-1.2806887148093355,0.7965459021011646,0.2432155373551096,-0.15304431772841665,-0.0984928982703695,-1.2806887148093355,268,62,121,167,179,185,64.9,30.2,85.5,0.346,0.33,7.3,37.8
Nolan Schanuel,694384,116,72.0,86.4,12.5,89.0,69.5,-0.9981592871338612,-0.650893723604846,0.7971203443454214,0.4537930891399026,-0.09953489431334578,-0.9981592871338612,253,223,68,100,180,144,61.9,22.9,89.0,0.296,0.296,2.2,29.7
Jacob Young,696285,96,56.0,89.7,10.714285714285714,87.4,67.05000000000001,0.16727460202745326,-0.9004522797610548,0.5439067182927083,-0.23771930473329336,-0.10674756604354665,-0.9004522797610548,125,239,90,178,181,133,61.7,27.6,87.4,0.291,0.321,5.3,34.2
Ildemaro Vargas,545121,82,49.0,87.6,26.53061224489796,90.7,59.9,-0.5743651456206595,1.309923503336794,1.0661598220264306,-2.255806495016307,-0.11352207881843546,-2.255806495016307,217,24,43,289,182,280,60.5,40.7,90.7,0.473,0.388,7.2,37.7
Marcell Ozuna,542303,97,51.0,89.0,15.68627450980392,84.4,67.05,-0.07993864718858434,-0.20560296654180724,0.06913116944386963,-0.2377193047332974,-0.11353243725495482,-0.2377193047332974,162,175,143,179,183,36,61.8,27.7,84.4,0.221,0.304,9.1,39.4
Carlos Correa,621043,112,66.0,89.2,16.666666666666668,84.1,66.4,-0.009306290269715745,-0.06859042590702547,0.021653614558983954,-0.42118177657720496,-0.11935621954874055,-0.42118177657720496,152,154,150,204,184,64,62.0,29.2,84.1,0.354,0.37,10.1,40.5
Jonathan India,663697,58,35.0,85.7,20.0,80.6,71.05,-1.2453725363498986,0.39725221225123064,-0.5322511924313279,0.8912805219984563,-0.1222727486328849,-1.2453725363498986,266,94,217,58,185,180,60.0,17.9,80.6,0.294,0.286,5.7,31.4
Connor Norby,681393,97,48.0,88.2,14.583333333333334,76.1,73.1,-0.36246807486405375,-0.3597420747559357,-1.244414515704586,1.4698929331984794,-0.12418293303152406,-1.244414515704586,191,191,262,15,186,178,70.8,24.6,76.1,0.331,0.308,10.0,38.3
Agustín Ramírez,682663,109,61.0,89.2,9.836065573770492,78.2,73.0,-0.009306290269715745,-1.0231859959034524,-0.9120716315103975,1.441667937530187,-0.12572399503834464,-1.0231859959034524,152,247,244,17,187,148,73.6,27.6,78.2,0.295,0.279,5.1,39.2
Bo Bichette,666182,123,70.0,91.3,7.142857142857143,90.4,64.7,0.7323334573783921,-1.3995693920734722,1.018682267141547,-0.9010067029382011,-0.13739009262293356,-1.3995693920734722,60,272,48,244,188,204,71.2,41.8,90.4,0.257,0.309,3.3,45.6
Tyler Freeman,671289,57,29.0,86.7,13.79310344827586,89.7,67.55000000000001,-0.8922107517555607,-0.4701789070779366,0.9079013057434843,-0.09659432639182415,-0.13777066987045933,-0.8922107517555607,243,204,59,155,189,130,69.4,34.3,89.7,0.305,0.331,0.0,29.5
Caleb Durbin,702332,100,58.0,86.3,15.517241379310343,87.8,68.25,-1.0334754655932978,-0.22922581837539005,0.6072101248058855,0.10098064328622954,-0.1386276289691432,-1.0334754655932978,256,179,81,138,190,152,59.0,22.5,87.8,0.254,0.276,1.3,32.5
Owen Caissie,683357,86,37.0,91.4,18.91891891891892,78.5,65.35,0.7676496358378289,0.2461681133890935,-0.8645940766255141,-0.7175442310942935,-0.14208013962322136,-0.8645940766255141,57,119,240,232,191,126,61.5,30.8,78.5,0.269,0.28,13.3,46.7
Adolis García,666969,112,53.0,92.9,9.433962264150944,82.8,65.75,1.2973923127293359,-1.0793810558730532,-0.1840824566088457,-0.6046442484211165,-0.1426788620434199,-1.0793810558730532,30,254,177,224,192,165,62.3,30.8,82.8,0.307,0.301,8.7,47.8
Amed Rosario,642708,63,38.0,90.9,10.526315789473683,83.8,67.15,0.5910687435406599,-0.9267216014617083,-0.025823940325899467,-0.20949430906500113,-0.14274277682798728,-0.9267216014617083,71,241,159,174,193,136,73.4,39.1,83.8,0.351,0.381,12.5,39.6
Alec Burleson,676475,116,75.0,91.1,14.666666666666666,81.6,66.05,0.6617011004595235,-0.3480960088019795,-0.37399267614838166,-0.5199692614162358,-0.14508921147676837,-0.5199692614162358,63,189,195,214,194,77,67.0,34.9,81.6,0.325,0.365,9.8,45.7
Ryan O'Hearn,656811,109,58.0,90.8,13.79310344827586,86.8,63.75,0.5557525650812231,-0.4701789070779366,0.44895160852293925,-1.1691441617869933,-0.1586547238151919,-1.1691441617869933,75,204,101,256,195,173,58.1,30.6,86.8,0.392,0.394,7.8,49.4
Trea Turner,607208,125,72.0,89.3,15.27777777777778,84.8,66.0,0.026009888189716047,-0.26269152513963206,0.13243457595704677,-0.5340817592503819,-0.15958220506081278,-0.5340817592503819,144,182,134,216,196,79,64.2,32.2,84.8,0.299,0.292,4.4,35.6
Francisco Alvarez,682626,89,44.0,89.1,13.636363636363637,85.4,66.7,-0.044622468729152556,-0.4920837333236222,0.22738968572681587,-0.3365067895723242,-0.1614558264745708,-0.4920837333236222,157,206,125,195,197,72,64.4,31.0,85.4,0.339,0.369,15.5,41.4
Angel Martínez,682657,89,54.0,87.9,18.51851851851852,92.2,61.95,-0.4684166102423541,0.19021103973645015,1.3035475964508498,-1.6771940838162818,-0.16296301446783396,-1.6771940838162818,206,122,31,280,198,239,65.9,42.0,92.2,0.359,0.334,10.0,40.0
Mauricio Dubón,643289,106,62.0,87.0,14.516129032258064,90.8,65.75,-0.7862622163772603,-0.3691340634284813,1.0819856736547242,-0.6046442484211165,-0.16951371364303353,-0.7862622163772603,235,193,41,224,199,120,64.0,32.5,90.8,0.339,0.303,7.5,31.3
Brandon Lowe,664040,106,57.0,87.1,26.31578947368421,76.6,67.69999999999999,-0.7509460379178285,1.2799014213931896,-1.1652852575631127,-0.05425683288938981,-0.17264667674428535,-1.1652852575631127,229,25,260,152,200,172,66.8,31.4,76.6,0.371,0.34,11.6,42.0
Nick Gonzales,693304,95,53.0,87.6,7.547169811320755,82.4,73.1,-0.5743651456206595,-1.343065568038104,-0.24738586312202285,1.4698929331984794,-0.17373091089557674,-1.343065568038104,217,268,184,15,201,199,80.5,34.3,82.4,0.336,0.332,1.4,43.2
Leody Taveras,665750,71,33.0,86.8,24.24242424242424,75.6,69.6,-0.856894573296129,0.9901428426344653,-1.3235437738460591,0.4820180848081948,-0.17706935492488202,-1.3235437738460591,241,45,267,94,202,197,68.9,29.7,75.6,0.38,0.377,6.5,37.0
Kyle Manzardo,700932,88,38.0,89.1,18.42105263157895,75.8,69.4,-0.044622468729152556,0.176589909965741,-1.2918920705894694,0.42556809347161034,-0.18358913397031768,-1.2918920705894694,157,125,264,105,203,186,67.4,28.6,75.8,0.264,0.295,8.2,28.6
Brendan Donovan,680977,71,45.0,83.8,22.22222222222222,87.9,67.35,-1.9163799270791428,0.7078139710234014,0.6230359764341815,-0.15304431772841665,-0.18464357433749412,-1.9163799270791428,289,66,79,167,204,258,58.9,24.2,87.9,0.423,0.339,4.4,26.7
Jorge Barrosa,678489,64,34.0,85.9,23.529411764705884,88.3,63.75,-1.1747401794310302,0.8904973585364434,0.6863393829473586,-1.1691441617869933,-0.19176189993355536,-1.1747401794310302,264,53,72,256,205,174,61.1,33.6,88.3,0.294,0.218,7.7,20.5
Jake Cronenworth,630105,99,50.0,88.3,4.0,88.2,70.35,-0.32715189640462194,-1.8387924509083995,0.6705135313190649,0.6937055523203987,-0.2004313159183895,-1.8387924509083995,188,288,74,76,206,251,65.1,24.4,88.2,0.246,0.31,4.7,32.8
Lenyn Sosa,672820,60,40.0,89.6,25.0,86.8,59.1,0.13195842356801643,1.096016169488615,0.44895160852293925,-2.4816064603626566,-0.20117006469577148,-2.4816064603626566,128,32,101,294,207,288,66.7,48.5,86.8,0.219,0.244,4.0,36.0
Roman Anthony,701350,101,53.0,92.6,9.433962264150944,83.3,64.95,1.1914437773510305,-1.0793810558730532,-0.10495319846737258,-0.8304442137674665,-0.20583367268921546,-1.0793810558730532,35,254,165,239,208,165,52.1,22.2,83.3,0.314,0.351,10.3,48.3
Everson Pereira,677592,65,25.0,87.4,20.0,79.3,68.35,-0.6449975025395231,0.39725221225123064,-0.7379872635991576,0.12920563895452178,-0.21413172873323208,-0.7379872635991576,222,94,232,133,209,112,78.8,42.1,79.3,0.344,0.319,11.6,41.9
Logan O'Hoppe,681351,93,47.0,87.4,19.148936170212767,82.4,66.85,-0.6449975025395231,0.27831366633848453,-0.24738586312202285,-0.2941692960698859,-0.22705974884823682,-0.6449975025395231,222,113,184,190,210,98,65.9,32.2,82.4,0.279,0.294,10.7,41.1
Garrett Mitchell,669003,87,25.0,92.0,16.0,65.0,72.35,0.9795467065944297,-0.1617589535386769,-3.001084046445288,1.2582054656862756,-0.23127270692581492,-3.001084046445288,45,167,295,30,211,294,64.5,19.8,65.0,0.356,0.341,13.9,52.8
Lawrence Butler,671732,95,53.0,90.2,11.320754716981131,76.8,70.19999999999999,0.34385549432462226,-0.8156965437080027,-1.1336335543065232,0.6513680588179562,-0.23852663621798686,-1.1336335543065232,100,237,257,81,212,169,67.6,27.2,76.8,0.247,0.3,4.9,49.2
Luis Robert Jr.,673357,98,54.0,90.2,7.407407407407407,87.2,66.2,0.34385549432462226,-1.362597754124404,0.5122550150361187,-0.47763176791379347,-0.24602975316936412,-1.362597754124404,100,269,93,212,213,200,64.5,32.1,87.2,0.304,0.324,2.9,42.6
Leo Rivas,660844,81,32.0,86.4,15.625,86.0,67.5,-0.9981592871338612,-0.2141662503314807,0.32234479549658274,-0.11070682422597429,-0.25017189154868336,-0.9981592871338612,253,176,114,158,214,144,55.7,20.7,86.0,0.227,0.244,2.1,12.8
Nico Hoerner,663538,131,78.0,86.2,17.94871794871795,98.3,59.7,-1.0687916440527296,0.11057981953845757,2.2689245457768212,-2.312256486352893,-0.250385941272586,-2.312256486352893,260,134,2,290,215,281,52.2,32.8,98.3,0.37,0.348,2.8,27.4
Brayan Rocchio,677587,103,62.0,84.8,17.741935483870968,85.6,68.55,-1.5632181424848048,0.08168139285370223,0.25904138898340334,0.18565563029111026,-0.25920993258914726,-1.5632181424848048,275,139,118,124,216,221,68.8,31.7,85.6,0.341,0.317,2.4,26.5
Austin Riley,663586,124,67.0,90.3,13.432835820895525,77.9,68.05,0.379171672784054,-0.5205273136724978,-0.959549186395281,0.04453065194964105,-0.2640935438335209,-0.959549186395281,95,209,249,143,217,138,66.8,30.7,77.9,0.294,0.31,8.2,43.5
Brent Rooker,667670,54,26.0,89.3,19.23076923076923,70.9,70.35,0.026009888189716047,0.2897500649839406,-2.0673588003759047,0.6937055523203987,-0.2644733237204623,-2.0673588003759047,144,109,287,76,218,269,71.4,30.7,70.9,0.235,0.302,17.9,42.9
Samuel Basallo,694212,83,43.0,92.3,4.651162790697675,79.3,69.1,1.08549524197273,-1.7477906332216702,-0.7379872635991576,0.3408931064667256,-0.26484738709534306,-1.7477906332216702,39,286,232,114,219,247,73.0,34.8,79.3,0.341,0.348,11.1,46.3
Christian Yelich,592885,56,37.0,89.4,2.702702702702702,83.0,71.55000000000001,0.061326066649152855,-2.020093369542964,-0.152430753352256,1.0324055003399295,-0.26969813897653444,-2.020093369542964,137,291,171,44,220,264,70.4,27.3,83.0,0.355,0.282,5.4,40.5
Teoscar Hernández,606192,101,48.0,90.0,16.666666666666668,74.6,68.5,0.27322313740575366,-0.06859042590702547,-1.4818022901290053,0.17154313245696415,-0.2764066115433283,-1.4818022901290053,105,154,273,127,221,215,65.6,28.6,74.6,0.324,0.325,12.5,40.6
Matt Wallner,670242,101,38.0,89.3,15.789473684210526,70.3,72.1,0.026009888189716047,-0.19118059384340894,-2.1623139101456736,1.187642976515541,-0.28496040982095644,-2.1623139101456736,144,172,289,34,222,274,74.2,30.0,70.3,0.264,0.292,9.3,44.4
Jake Burger,669394,117,60.0,88.6,23.33333333333333,82.9,62.15,-0.22120336102632154,0.8630948504094862,-0.16825660498054973,-1.6207440924796954,-0.2867773020192701,-1.6207440924796954,177,57,173,279,223,228,64.1,39.8,82.9,0.29,0.283,10.1,46.8
Jazz Chisholm Jr.,665862,109,44.0,88.6,20.454545454545453,77.3,66.6,-0.22120336102632154,0.4607762083637199,-1.05450429616505,-0.3647317852406205,-0.294915808517068,-1.05450429616505,177,90,255,198,224,162,60.6,27.4,77.3,0.299,0.268,5.9,39.7
Luke Keaschall,807712,114,74.0,84.5,9.45945945945946,93.1,68.25,-1.6691666778631054,-1.0758177516546068,1.4459802611055002,0.10098064328622954,-0.29950588128149563,-1.6691666778631054,280,252,18,138,225,235,61.2,24.7,93.1,0.252,0.276,3.2,24.7
Chase Meidroth,805367,116,60.0,88.4,18.33333333333333,85.8,62.849999999999994,-0.29183571794518515,0.16433089317210184,0.290693092239993,-1.4231691228016397,-0.3149952138336825,-1.4231691228016397,185,128,116,273,226,209,49.4,23.7,85.8,0.313,0.305,5.0,37.5
Ezequiel Tovar,678662,110,59.0,87.8,22.033898305084747,76.1,67.2,-0.503732788701791,0.681495177907116,-1.244414515704586,-0.19538181123085502,-0.315508484432529,-1.244414515704586,211,72,262,170,227,178,82.4,48.0,76.1,0.243,0.283,8.3,37.5
Coby Mayo,691723,77,36.0,88.5,19.444444444444443,81.9,64.2,-0.25651953948575335,0.3196117725581877,-0.32651512126349597,-1.0421316812796704,-0.326388642367683,-1.0421316812796704,183,106,189,251,228,158,57.6,29.2,81.9,0.286,0.315,8.3,39.6
Luisangel Acuña,682668,75,53.0,88.1,0.0,89.2,69.95,-0.39778425332349054,-2.3978036166983068,0.8287720476020112,0.5808055696472257,-0.3465025631931401,-2.3978036166983068,198,295,62,85,229,285,70.9,31.0,89.2,0.209,0.269,3.4,37.3
Cal Raleigh,663728,128,62.0,86.6,24.193548387096776,75.0,67.8,-0.9275269302149975,0.9833123054180694,-1.4184988836158259,-0.02603183722109356,-0.34718633640846186,-1.4184988836158259,248,46,270,148,230,207,70.8,35.2,75.0,0.313,0.334,13.8,30.0
Brett Baty,683146,88,46.0,91.1,10.869565217391305,80.9,65.15,0.6617011004595235,-0.8787515357474712,-0.4847736375464422,-0.773994222430878,-0.368954573816317,-0.8787515357474712,63,238,212,235,231,128,62.1,31.8,80.9,0.255,0.276,8.6,39.7
TJ Friedl,670770,111,64.0,86.4,7.8125,94.0,65.05000000000001,-0.9981592871338612,-1.3059849335148939,1.5884129257601527,-0.8022192180991703,-0.3794876282469432,-1.3059849335148939,253,267,11,238,232,191,57.7,27.6,94.0,0.254,0.249,2.7,26.7
Pete Crow-Armstrong,691718,115,60.0,90.9,15.0,80.8,63.2,0.5910687435406599,-0.30151174498615374,-0.5005994891747382,-1.3243816379626088,-0.3838560321457102,-1.3243816379626088,71,184,213,269,233,198,72.3,45.9,80.8,0.281,0.27,5.4,47.3
Joey Wiemer,686894,58,26.0,90.6,11.538461538461538,81.0,65.15,0.4851202081623544,-0.7852714076889583,-0.4689477859181485,-0.773994222430878,-0.3857733019689076,-0.7852714076889583,86,233,207,235,234,117,59.2,28.9,81.0,0.432,0.315,10.3,41.4
Rafael Devers,646240,117,57.0,89.9,14.035087719298245,68.6,71.45,0.23790695894632186,-0.4363609297161754,-2.431353387826683,1.0041805046716334,-0.40640671348122576,-2.431353387826683,112,201,293,47,235,287,74.5,31.6,68.6,0.25,0.269,8.0,44.0
Jose Fernandez,699912,78,45.0,89.9,15.555555555555555,84.5,61.75,0.23790695894632186,-0.22387130529311108,0.08495702107216335,-1.7336440751528703,-0.40866285010687403,-1.7336440751528703,112,177,139,281,236,242,57.9,34.4,84.5,0.378,0.308,6.9,46.6
José Tena,677588,50,28.0,89.8,17.857142857142858,73.5,66.9,0.20259078048688503,0.09778194486378024,-1.6558866580402454,-0.28005679823573576,-0.40889268273132895,-1.6558866580402454,118,138,279,187,237,234,68.0,34.2,73.5,0.309,0.272,3.1,40.6
Jarren Duran,680776,98,46.0,90.7,8.695652173913043,78.3,67.4,0.5204363866217913,-1.1825619519376385,-0.8962457798821037,-0.13893181989426653,-0.42432579127305436,-1.1825619519376385,83,260,242,164,238,175,68.5,33.7,78.3,0.234,0.28,10.1,43.5
Andrés Giménez,665926,100,68.0,87.1,13.235294117647058,89.7,63.25,-0.7509460379178285,-0.5481343181287601,0.9079013057434843,-1.3102691401284627,-0.42536204760789176,-1.3102691401284627,229,213,59,266,239,193,71.2,44.7,89.7,0.34,0.27,3.8,28.7
Eugenio Suárez,553993,100,55.0,84.8,25.454545454545453,76.5,67.44999999999999,-1.5632181424848048,1.1595401656011044,-1.1811111091914066,-0.12481932206012442,-0.42740210203380785,-1.5632181424848048,275,29,261,163,240,221,63.3,28.4,76.5,0.3,0.276,8.2,20.0
Yainer Diaz,673237,84,58.0,87.9,5.172413793103448,89.0,66.6,-0.4684166102423541,-1.6749443505906678,0.7971203443454214,-0.3647317852406205,-0.4277431004320552,-1.6749443505906678,206,283,68,198,241,238,75.8,42.6,89.0,0.249,0.262,4.4,27.9
Denzel Clarke,672016,60,32.0,91.9,6.25,77.5,67.5,0.9442305281349979,-1.5243486701515765,-1.0228525929084604,-0.11070682422597429,-0.42841938978775335,-1.5243486701515765,48,278,251,158,242,220,64.0,29.0,77.5,0.199,0.193,3.1,46.9
Mark Vientos,668901,75,43.0,88.5,9.30232558139535,78.0,69.85,-0.25651953948575335,-1.0977776497450336,-0.9437233347669872,0.5525805739789295,-0.43635998750471117,-1.0977776497450336,183,257,247,88,243,167,73.5,33.8,78.0,0.284,0.278,3.7,40.7
Michael Busch,683737,117,60.0,85.1,15.0,85.6,67.0,-1.4572696071065045,-0.30151174498615374,0.25904138898340334,-0.25183180256744353,-0.4378929414191746,-1.4572696071065045,272,184,118,181,244,210,63.2,29.2,85.6,0.27,0.278,8.6,33.3
Cam Smith,701358,115,61.0,89.4,9.836065573770492,82.8,65.69999999999999,0.061326066649152855,-1.0231859959034524,-0.1840824566088457,-0.6187567462552667,-0.441174783029603,-1.0231859959034524,137,247,177,227,245,148,62.8,31.4,82.8,0.307,0.349,14.5,44.9
Christian Vázquez,543877,51,26.0,86.1,19.23076923076923,87.3,62.5,-1.1041078225121665,0.2897500649839406,0.5280808666644123,-1.5219566076406665,-0.45205837462612003,-1.5219566076406665,262,109,92,277,246,218,55.6,30.6,87.3,0.4,0.277,2.6,26.3
Ceddanne Rafaela,678882,97,48.0,89.3,14.583333333333334,79.0,65.45,0.026009888189716047,-0.3597420747559357,-0.7854648184840409,-0.6893192354259973,-0.4521290601190645,-0.7854648184840409,144,191,235,230,247,118,64.7,33.8,79.0,0.335,0.304,7.2,42.0
Pedro Pagés,686780,59,35.0,86.7,17.142857142857142,83.8,64.5,-0.8922107517555607,-0.002041477598703382,-0.025823940325899467,-0.9574566942747896,-0.46938321598873833,-0.9574566942747896,243,150,159,245,248,137,69.0,40.0,83.8,0.336,0.319,8.9,35.6
Troy Johnston,687859,98,52.0,89.4,15.384615384615383,86.0,60.75,0.061326066649152855,-0.247760671352509,0.32234479549658274,-2.015894031835809,-0.4699959602606456,-2.015894031835809,137,180,114,285,249,263,58.5,37.0,86.0,0.367,0.329,2.9,40.0
Bryson Stott,681082,82,52.0,90.2,11.538461538461538,92.3,58.05,0.34385549432462226,-0.7852714076889583,1.3193734480791435,-2.7779689148797435,-0.475002845041234,-2.7779689148797435,100,233,28,296,250,293,49.4,33.3,92.3,0.248,0.305,4.7,46.9
Corbin Carroll,682998,105,50.0,89.9,20.0,75.7,63.5,0.23790695894632186,0.39725221225123064,-1.307717922217763,-1.2397066509577281,-0.47806635049448465,-1.307717922217763,112,94,266,261,251,192,60.5,33.5,75.7,0.412,0.374,11.5,37.7
Willi Castro,650489,76,38.0,88.0,13.157894736842104,76.9,68.3,-0.43310043178292235,-0.5589510976525587,-1.1178077026782272,0.11509314112037566,-0.49869152274833306,-1.1178077026782272,202,215,256,137,252,168,72.5,35.9,76.9,0.303,0.285,7.1,40.5
Masyn Winn,691026,95,50.0,85.7,16.0,83.7,65.95,-1.2453725363498986,-0.1617589535386769,-0.04164979195419319,-0.5481942570845281,-0.49924388473182424,-1.2453725363498986,266,167,161,217,253,180,58.9,27.0,83.7,0.318,0.293,3.0,26.9
Alec Bohm,664761,110,62.0,88.6,1.6129032258064515,86.1,67.94999999999999,-0.22120336102632154,-2.172395888557215,0.33817064712487643,0.0163056562813448,-0.509780736544329,-2.172395888557215,177,294,112,145,254,276,60.8,24.9,86.1,0.197,0.271,1.2,38.3
Kyle Isbel,664728,76,42.0,87.6,9.523809523809524,90.9,62.5,-0.5743651456206595,-1.0668246505318604,1.0978115252830203,-1.5219566076406665,-0.5163337196275415,-1.5219566076406665,217,251,39,277,255,218,59.7,34.7,90.9,0.362,0.31,5.8,32.7
Trevor Larnach,663616,69,27.0,86.8,22.22222222222222,86.4,59.6,-0.856894573296129,0.7078139710234014,0.38564820200976213,-2.3404814820211874,-0.5259784705710382,-2.3404814820211874,241,66,109,292,256,283,45.5,26.3,86.4,0.372,0.365,9.1,34.1
Gavin Sheets,657757,87,50.0,88.7,14.0,88.0,60.3,-0.18588718256688475,-0.4412645364336306,0.6388618280624752,-2.142906512343132,-0.532799100820293,-2.142906512343132,174,202,78,288,257,273,57.5,36.9,88.0,0.329,0.323,10.9,45.3
Adam Frazier,624428,54,25.0,84.0,16.0,83.3,67.80000000000001,-1.8457475701602744,-0.1617589535386769,-0.10495319846737258,-0.026031837221089548,-0.5346228898468532,-1.8457475701602744,286,167,165,147,258,252,70.9,35.3,83.3,0.365,0.26,3.1,21.9
Jacob Wilson,805779,117,83.0,85.5,13.25301204819277,90.3,63.25,-1.3160048932687674,-0.5456581878763243,1.002856415513251,-1.3102691401284627,-0.5422689514400758,-1.3160048932687674,269,212,49,266,259,195,72.1,45.6,90.3,0.292,0.262,1.9,35.0
Julio Rodríguez,677594,126,64.0,87.7,12.5,82.9,64.9,-0.5390489671612227,-0.650893723604846,-0.16825660498054973,-0.8445567116016126,-0.5506890018370577,-0.8445567116016126,214,223,173,240,260,125,66.9,37.1,82.9,0.295,0.317,5.8,38.4
Ben Williamson,810938,82,45.0,87.1,13.333333333333334,89.9,61.3,-0.7509460379178285,-0.5344330640652818,0.939553009000074,-1.8606565556601935,-0.5516206621608074,-1.8606565556601935,229,210,57,283,261,253,50.6,28.0,89.9,0.299,0.28,0.0,32.2
Victor Scott II,687363,79,45.0,86.5,2.2222222222222223,82.7,71.55,-0.9628431086744293,-2.087241857926136,-0.19990830823713943,1.0324055003399255,-0.5543969436244449,-2.087241857926136,249,293,180,46,262,271,65.8,22.7,82.7,0.211,0.241,0.0,22.2
Harrison Bader,664056,55,35.0,87.1,22.857142857142858,72.5,66.3,-0.7509460379178285,0.7965459021011646,-1.8141451743231916,-0.44940677224550124,-0.5544880205963392,-1.8141451743231916,229,62,282,209,263,250,71.1,38.5,72.5,0.152,0.261,8.3,38.9
Konnor Griffin,804606,84,38.0,86.9,18.42105263157895,83.3,62.55,-0.8215783948366921,0.176589909965741,-0.10495319846737258,-1.5078441098065203,-0.564446448286211,-1.5078441098065203,237,125,165,276,264,216,65.0,39.9,83.3,0.261,0.276,9.1,29.1
Chandler Simpson,802415,116,85.0,83.4,7.0588235294117645,94.3,66.3,-2.057644640916875,-1.411313324127882,1.635890480645036,-0.44940677224550124,-0.5706185641613054,-2.057644640916875,291,274,10,209,265,266,63.9,31.3,94.3,0.311,0.279,0.0,13.5
Drew Millas,686452,53,27.0,79.2,18.51851851851852,94.6,65.65,-3.5409241362130954,0.19021103973645015,1.6833680355299194,-0.6328692440894088,-0.5750535762590336,-3.5409241362130954,296,122,8,228,266,295,60.9,29.6,94.6,0.194,0.24,2.9,20.0
Trevor Story,596115,119,61.0,89.3,19.672131147540984,79.7,60.7,0.026009888189716047,0.35143162489140223,-0.6746838570859781,-2.0300065296699548,-0.5818122184187037,-2.0300065296699548,144,102,230,286,267,265,66.3,44.9,79.7,0.23,0.251,3.8,43.0
Matt Shaw,807713,70,46.0,87.0,13.043478260869565,86.4,63.05,-0.7862622163772603,-0.5749411195573043,0.38564820200976213,-1.366719131465051,-0.5855685663474635,-1.366719131465051,235,216,109,270,268,201,63.8,37.7,86.4,0.351,0.325,7.4,31.5
Spencer Horwitz,687462,86,43.0,85.9,11.627906976744184,93.9,60.8,-1.1747401794310302,-0.7727711580067157,1.5725870741318588,-2.0017815340016627,-0.5941764493268874,-2.0017815340016627,264,232,12,284,269,262,50.0,28.4,93.9,0.335,0.302,1.6,27.9
Thomas Saggese,695336,54,31.0,89.5,9.67741935483871,70.0,70.4,0.09664224510858464,-1.0453572478517565,-2.2097914650305572,0.7078180501545488,-0.6126721044047951,-2.2097914650305572,131,250,290,75,270,277,75.5,34.7,70.0,0.205,0.215,2.9,35.3
Josh Lowe,666139,77,43.0,86.3,13.953488372093023,78.6,67.4,-1.0334754655932978,-0.447764666268397,-0.8487682249972204,-0.13893181989426653,-0.6172350441882954,-1.0334754655932978,256,203,239,164,271,152,69.6,34.8,78.6,0.262,0.244,6.1,26.5
